"","x","y","Rmag","ApD_Rmag","MC_z","UjMag","BjMag","VjMag","S280Mag","BjMag.comp"
"504",1.18452487889597,-1.74845905315402,-2.28704605891708,-0.175533203208493,-1.23001715730268,-1.90824975915896,-1.99836488372347,-2.11338523777316,0.895094104864593,0.153956289594234
"505",-1.18256195794856,-1.73993787682245,0.621808831744394,-0.175533203208493,0.67760327783375,0.408132561916372,0.579957649017545,0.62274930041317,-0.608676608691282,-0.403188677051201
"507",0.181058713835536,-1.74007583434536,0.112529820918805,-0.175533203208493,1.75207623376903,1.56632372245404,1.48098434056682,1.37491377505404,-1.42471600614993,-0.89264313373037
"511",-0.105953635299245,-1.73932626513756,0.828273295592604,-0.175533203208493,-1.38802788611669,-0.497362345413074,-0.418102686237042,-0.380136665774648,2.17817491847882,2.04929056864974
"523",0.212260053224772,-1.74951212891221,-2.48984004340799,-0.175533203208493,-0.483057348363715,-1.00275485182951,-1.44388691969315,-1.49203197611331,-0.64460287147248,-1.19985390973112
"542",-0.960599404784567,-1.74195665524099,0.467648698737727,-0.175533203208493,1.71185532098001,0.576596730721847,0.302718667002382,0.29572126796062,-1.05005640857458,-0.955126681391539
"543",1.2492770962562,-1.73864567469122,0.419932467092807,-0.175533203208493,0.574178073519124,-1.46603131604457,-1.43002497059239,-1.33941889430212,-0.218620041352557,-0.762469076102932
"544",-1.68900966279361,-1.73767077486268,0.952151973901532,-0.175533203208493,0.648874054413021,1.0609312160376,1.42553654416379,1.40761657829929,-0.516294790111057,0.00816134505150305
"556",0.605525732211324,-1.73945962407638,0.263019474568167,-0.175533203208493,1.2349502121959,1.39785955364856,1.37008874776077,1.35311190622387,-1.16296752017263,-0.668743754611174
"562",-0.955673812559277,-1.74766349810525,0.182268928707532,-0.175533203208493,0.964895512041043,0.17649432980884,1.43939849326455,1.09148948026182,-0.79344024585173,-0.267807657118665
"563",-0.683304995946391,-1.74101854408523,0.249255176978285,-0.175533203208493,0.00533944978868379,0.955641110534172,1.07898781664484,1.21139975882776,-0.454706911057574,-0.0595291649147643
"575",-1.07918670182266,-1.74131745205152,0.0409554734514226,-0.175533203208493,-0.701399446361258,0.408132561916379,0.441338158009966,0.393829677696388,0.35106783989216,0.518443650951061
"576",-1.11870691789176,-1.73647054441339,0.809920898806096,1.74901725341499,0.183460634997205,-0.665826514218548,-0.792375311957512,-0.8488768456233,0.212495112021823,-0.0855639764402523
"593",-0.345295667613431,-1.74632990871715,-1.99891342936891,-0.175533203208493,-1.66095550861362,0.197552350909521,0.150237226894041,0.0559007108287514,1.25948905593103,1.33072977054628
"594",-0.425530855665609,-1.74006203859307,-0.770220464512218,-0.175533203208493,0.263902460575248,-0.434188282111017,-0.334930991632495,-0.369235731359563,-0.855028124905214,-0.99678237983232
"596",-1.10142515112115,-1.73498060316599,0.660348864996058,-0.175533203208493,-1.00305629227892,0.0712042243054186,-0.210173449725666,-0.227523583963456,1.32107693498452,1.25783229827491
"616",-1.4541179852222,-1.73448395608352,0.535552566847807,2.03565242780572,-0.30206324081312,0.155436308708152,0.469062056211482,0.590046497167918,0.171436525986169,0.346613894882844
"623",-0.993417439908704,-1.73762019043761,0.710817956158954,-0.175533203208493,-1.38515496377462,1.03987319493692,0.552233750816029,0.470136218601981,1.67520723954204,1.903495624107
"624",-1.41506412369201,-1.74097255824426,-1.19507845011987,-0.175533203208493,0.203571091391716,0.218610372010209,0.372028412506174,0.393829677696388,-1.19376145969937,-1.07488681440878
"627",-0.307996187443921,-1.73339409165256,0.191445127100787,-0.175533203208493,-0.0205168512899726,0.366016519715003,0.23340892149859,0.295721267960624,-0.239149334370385,-0.158461448711618
"639",-0.32451402106507,-1.73587272848079,0.67411316258594,-0.175533203208493,1.57108212621843,1.77690393346089,1.41167459506304,1.3313100373937,-1.05518873182903,-0.543776659288835
"649",0.386347981865413,-1.74173592320434,-1.24554754128277,-0.175533203208493,0.146112644550257,-0.686884535319237,-0.750789464655236,-0.718065632642279,-0.916616003958697,-1.21547479664642
"650",0.59580335044292,-1.73091545482433,0.744769890213996,5.9257012231085,0.505227937309374,-2.09777194906512,-2.24787996753712,-2.47311607347096,0.140642586459428,-0.705192490746857
"659",-0.610846825014576,-1.74338221631104,-1.56579686520732,-0.175533203208493,0.0599249742880692,-0.0762019233993793,0.0393416340879752,0.0995044484890904,-1.2142907527172,-1.22068175895151
"660",0.801074852585601,-1.7382364007066,-1.48871679870399,-0.175533203208493,-1.12659195298805,0.0501462032047342,-0.00224421321429591,-0.227523583963456,0.304876930602047,0.304958196442062
"661",-0.328746743689688,-1.73440118156978,-0.436206842997777,-0.175533203208493,-0.167035890735692,0.42919058301706,0.247270870599351,0.350225940036045,-0.434177618039747,-0.351119054000225
"676",1.68735722569648,-1.7365993047681,0.290548069747929,-0.175533203208493,-0.224494337577151,0.95564111053418,0.524509852614513,0.546442759507579,-0.0543856972099361,0.138335402678941
"677",0.876637612305042,-1.73337109873207,0.594280236564631,-0.175533203208493,0.111637576445382,-0.62371047201718,-0.626031922748412,-0.652660026151771,0.120113293441599,-0.116805750270837
"697",-0.0870773801527316,-1.73056136384886,0.857637130451016,0.930059612298613,2.03362262329217,-0.0972599445000599,-0.0161061623150513,0.13220725173435,-1.1065119643736,-1.13216339976486
"698",-1.33926596596722,-1.72966004136587,0.91820003984649,7.11318980272724,0.712078345938625,0.113320266506784,0.0254796849872198,0.0995044484890904,-0.398251355258548,-0.397981714746103
"701",0.140770123145178,-1.73916991327827,0.258431375371541,-0.175533203208493,0.634509442702656,-0.434188282111017,-0.612169973647657,-0.489146009925498,-0.608676608691282,-0.850987435289589
"715",1.38997403991061,-1.73456213201317,0.0583902503986067,-0.175533203208493,0.304123373364269,0.23966839311089,0.413614259808445,0.764461447809274,-0.629205901709109,-0.486500073932762
"719",-0.63323628435424,-1.73203291075987,0.656678385638759,-0.175533203208493,0.071416663656361,-0.202550050003485,0.122513328692527,0.252117530300285,0.0482607678792018,0.0914727419330636
"726",-0.305739919769938,-1.73637857273145,-1.17489081365471,-0.175533203208493,-0.506040727100298,0.302842456412954,0.191823074196319,0.252117530300285,-0.464971557566489,-0.403188677051201
"739",1.28473780710085,-1.72951288667477,0.987021527795897,-0.175533203208493,0.574178073519124,-0.139375986701429,-0.210173449725666,-0.17301891188803,-0.218620041352557,-0.304256393254348
"747",-0.966741960282832,-1.73917451186237,0.557575442991617,-0.175533203208493,1.7233470103483,-0.81323266192335,-0.695341668252209,-0.576353485246179,-0.536824083128885,-0.809331736848809
"748",0.359037371772258,-1.73483344847489,-0.582108397450512,-0.175533203208493,-0.333665386575922,-0.0551439022986912,-0.224035398826427,-0.249325452793625,-0.182693778571359,-0.273014619423763
"749",-0.828234662225418,-1.7309522434971,0.489671574881537,-0.175533203208493,-0.18427342478813,0.00803016100335806,0.177961125095559,1.09148948026182,0.140642586459428,0.206025912645211
"750",1.34716713471012,-1.73116377836556,0.581433558814077,-0.175533203208493,0.766663870438011,0.808234962829386,0.663129343622097,0.709956775733852,-0.772910952833903,-0.538569696983736
"756",-0.392686171710677,-1.74030116496611,-1.12166886297384,-0.175533203208493,0.0800354306825798,-0.244666092204862,-0.334930991632495,-0.303830124869055,-0.885822064431955,-1.0280241536629
"757",-0.97849853613526,-1.72975661163191,0.820014717038675,-0.175533203208493,1.15163546427578,-0.160434007802117,-0.0299681114158166,-0.0749105021522695,-0.701058427271506,-0.726020339967249
"765",-1.03840066629079,-1.7339321259919,0.907188601774589,-0.175533203208493,-1.18405039982951,0.70294485732596,1.02354002024181,0.960678267280805,1.22356279314984,1.62231965963174
"774",-1.30497780367755,-1.72728717197187,0.828273295592604,0.152049853238057,-1.06913350614659,0.997757152735548,0.968092223838772,0.960678267280803,1.00287289320819,1.37759243129215
"782",-0.627795481400245,-1.72866674720094,0.237326119067057,-0.175533203208493,1.60555719432331,0.450248604117748,0.261132819700111,0.295721267960624,-1.29127560153405,-1.21547479664642
"789",-0.88652453811785,-1.72964624561358,0.680536501461219,-0.175533203208493,-1.0260396710155,1.08198923713829,0.954230274738015,1.06968761143165,0.823241579302196,1.19014178830864
"790",1.61546312168316,-1.73119136987014,0.733758452142091,-0.175533203208493,0.0570520519459963,-0.0340858811980106,0.067065532289491,-0.0531086333221,0.0585254143881172,0.0810588173228688
"791",0.1449850798826,-1.73114538402917,-0.304987205974247,-0.175533203208493,-1.04327720506794,0.0290881821040461,-0.0715539587180877,-0.096712370982439,0.812976932793283,0.794412653121231
"792",0.263177085930566,-1.72890587357398,0.333676202196223,-0.175533203208493,-1.62935336285082,0.366016519715003,0.150237226894043,0.132207251734347,2.3475415858759,2.43460577922695
"793",0.89321318505958,-1.72932894331089,0.573174980260148,-0.175533203208493,0.0627978966301422,-1.65555350595074,-1.80429759631286,-1.91716841830163,0.443449658472386,-0.231358920982982
"803",1.14629713112043,-1.7303544275645,-0.345362478904564,-0.175533203208493,-1.33056943927523,-0.644768493117864,-0.80623726105827,-0.936084320943982,1.64954562326976,1.36717850668196
"805",-0.121330010668004,-1.73593251007405,-2.40174853883275,-0.175533203208493,-1.34493405098559,0.197552350909528,0.108651379591767,-0.00950489566175711,0.0995840004237716,0.138335402678941
"810",0.76491683066848,-1.73148108066825,-0.521545488055038,-0.175533203208493,0.209316936075862,-2.03459788576306,-1.99836488372347,-1.96077215596197,-0.244281657624841,-1.00198934213742
"812",1.66174325783061,-1.727388340822,0.513529690703996,-0.175533203208493,0.424786111731332,0.366016519715003,0.0116177358864595,0.0886035140740076,-0.470103880820945,-0.476086149322567
"814",-1.18440961021702,-1.72534656948297,0.346522879946778,-0.175533203208493,0.473625791546572,0.218610372010216,0.0809274813902563,0.0886035140740076,-0.557353376146714,-0.538569696983736
"817",-0.677015871878753,-1.7260455542657,0.987021527795897,-0.175533203208493,0.643128209728875,0.492364646319117,0.538371801715273,0.535541825092492,-0.393119032004092,-0.200117147152397
"827",0.271251681661475,-1.72845981091658,0.457554880505148,-0.175533203208493,0.0570520519459963,0.850351005030754,0.649267394521336,0.590046497167918,-0.29560489016941,-0.0595291649147643
"828",0.606280782417185,-1.72631227214332,0.428191045646736,-0.175533203208493,1.77218669016354,0.176494329808848,-0.0854159078188431,-0.107613305397522,-1.23482004573503,-1.28837226891778
"833",-1.60906317040838,-1.72616971603632,0.599785955600584,-0.175533203208493,0.689094967202042,-2.05565590686375,-1.98450293462271,-1.82996094298095,-0.0851796367366769,-0.835366548374296
"834",-1.05308861353068,-1.72772863604517,0.573174980260148,-0.175533203208493,0.123129265813674,-0.286782134406223,-0.140863704221875,0.840767988714873,-0.00819478791982394,-0.0647361272198608
"841",0.168555970720845,-1.7333297114752,-0.962920630770547,-0.175533203208493,-0.787587116623446,0.597654751822542,0.566095699916789,0.491938087432153,-0.162164485553532,0.0446100811871859
"843",0.853848420503452,-1.72460619744337,0.583268798492726,-0.175533203208493,-0.816316340044175,1.37680153254787,0.981954172939535,0.77536238222436,0.612816325869463,0.98707025840984
"859",0.648710162514747,-1.72564547744927,0.519035409739949,-0.175533203208493,-0.181400502446057,0.724002878426648,0.358166463405414,0.0995044484890904,0.0533930911336595,0.185198063424819
"861",1.03572669067985,-1.72479014080725,0.569504500902845,0.315841381461332,0.327106752100852,0.934583089433492,0.815610783730436,0.960678267280803,-0.490633173838773,-0.194910184847299
"863",-0.988345279114041,-1.72186084273752,0.842955213021811,1.9947045457499,-1.14670240938256,0.934583089433492,0.843334681931952,0.895272660790296,1.16197491409635,1.4921456020043
"873",0.964756412800764,-1.72710322860799,0.37588671480519,-0.175533203208493,1.5854467379288,0.892467047232123,0.78788688552892,0.829867054299786,-1.20915842946274,-0.934298832171149
"874",-1.09226683627124,-1.72570985762663,0.112529820918805,-0.175533203208493,-0.988691680568551,0.15543630870816,-0.168587602423395,-0.336532928114307,1.00800521646264,0.955828484579254
"875",0.997703250607078,-1.72417393053826,0.122623639151384,-0.175533203208493,1.54809874748185,1.25045340594377,1.2591931549547,1.26590443090319,-1.36312812709645,-0.91347098295076
"882",-1.56445302765742,-1.72955427393164,0.0033330600390815,-0.175533203208493,0.212189858417935,-0.0972599445000599,-0.0299681114158117,-0.0640095677371828,-0.459839234312032,-0.481293111627664
"883",1.69945135340564,-1.72805973410015,-0.730762811421224,-0.175533203208493,0.10014588707709,-0.0972599445000599,-0.043830060516572,0.0340988419985819,-0.76264630632499,-0.793710849933516
"884",-0.155746975639846,-1.72633986364791,-0.0563122295170665,-0.175533203208493,-0.118196210920452,0.302842456412954,0.57995764901755,0.644551169243343,-0.357192769222894,-0.148047524101421
"885",-0.44772044877431,-1.72207237760598,0.770463245715105,-0.175533203208493,-1.55178445961485,0.997757152735548,1.02354002024181,0.949777332865722,1.95235269528272,2.36170830695559
"886",0.624028903726706,-1.72181945548065,0.631902649976972,-0.175533203208493,-1.24438176901304,-0.434188282111017,0.0809274813902538,-0.173018911888032,1.68547188605096,1.73687283034388
"891",0.0268819032706168,-1.72477174647086,0.595197856403958,-0.175533203208493,0.0857812753667257,-0.644768493117868,-0.0992778569196035,0.186711923809772,0.0739223841514867,0.0341961565769911
"896",1.3759567549124,-1.73463111077462,-2.12921544655311,-0.175533203208493,-0.425598901522256,-0.981696830728817,-1.24981963228253,-1.42662636962281,-0.603544285436826,-1.08530073901898
"897",1.04928206261095,-1.72601796276112,0.181351308868209,-0.175533203208493,-1.59200537240387,0.0080301610033618,-0.279483195229461,-0.282028256038884,2.34240926262144,2.26798298546383
"904",-0.73663374783914,-1.74226935895958,-2.95874378130326,-0.175533203208493,-1.3018402158545,-0.118317965600748,-0.279483195229463,-0.412839469019902,-0.105708929754504,-0.215738034067691
"911",-0.234947300762816,-1.72152514609845,0.654843145960106,-0.175533203208493,0.0944000423929445,1.29256944814513,1.32850290045848,2.51951188863796,-0.398251355258548,0.0914727419330636
"919",-0.464358202134037,-1.72346115000324,-0.14532135393163,-0.175533203208493,-0.092339909841796,-0.0551439022986912,0.191823074196314,0.110405382904177,-0.316134183187238,-0.252186770203373
"929",0.773773125436044,-1.72096871742272,0.784227543304987,-0.175533203208493,0.370200587231946,0.555538709621173,0.80174883462968,0.797164251054534,-0.336663476205067,-0.0439082779994711
"935",-0.958871672254686,-1.73271350120622,-0.683046579776304,-0.175533203208493,-0.68416191230882,0.239668393110897,0.635405445420581,0.655452103658426,-0.080047313482221,0.153956289594234
"937",-0.587720081356248,-1.72147456167338,0.898012403381333,-0.175533203208493,1.25793359093248,1.33468549034651,0.912644427435738,0.79716425105453,-0.747249336561618,-0.418809563966495
"938",1.1827349657609,-1.72048126750845,-0.0865936842148053,-0.175533203208493,-0.477311503679569,-0.160434007802117,-0.34879294073325,-0.162117977472947,0.310009253856505,0.179991101119723
"940",1.28529743254755,-1.71798423634383,0.838367113825182,0.397737145572969,-0.689907756992966,0.344958498614323,0.191823074196319,0.15400912056452,0.843770872320024,0.924586710748669
"947",-1.41851070580818,-1.72453721868192,-0.705069455920114,-0.175533203208493,-0.793332961307592,0.0290881821040536,-0.237897347927182,-0.292929190453964,0.304876930602047,0.216439837255405
"948",-0.704344247859104,-1.71835212307158,0.901682882738636,-0.175533203208493,0.335725519127071,0.576596730721847,0.524509852614513,1.08058854584674,-0.244281657624841,-0.054322202609666
"956",1.47642728848164,-1.71984666290308,0.775968964751058,-0.175533203208493,-0.54626163988932,0.997757152735548,1.5918799333729,1.53842779128031,0.130377939950512,0.726722143154964
"957",1.55455721890101,-1.71937300874109,0.864978089165618,-0.175533203208493,0.717824190622771,1.10304725823897,1.10671171484635,1.20049882441268,-0.629205901709109,-0.226151958677885
"958",1.23232399839874,-1.71871541121524,0.928293858079072,-0.175533203208493,1.69461778692757,0.89246704723213,0.649267394521341,0.666353038073513,-0.932012973722068,-0.705192490746857
"964",-1.51388687122376,-1.72094112591814,-0.476582115928095,-0.175533203208493,-0.649686844203945,0.302842456412954,-0.0854159078188431,0.0122969731684124,0.191965819003996,0.159163251899333
"974",0.58043141654596,-1.71897753050876,0.998950585707125,-0.175533203208493,1.10566870680262,-0.139375986701436,-0.224035398826427,-0.173018911888034,-0.56248569940117,-0.65832983000098
"981",-0.845347653067657,-1.72610073727487,-0.73810377013583,-0.175533203208493,-0.911122777332582,0.408132561916379,0.150237226894043,0.175810989394689,0.248421374803022,0.304958196442062
"982",-0.227698818786555,-1.73058435676935,-1.58506688183316,-0.175533203208493,-0.606593009072851,-1.08698693623224,-1.29140547958481,-1.4266263696228,-0.0338564041921089,-0.522948810068445
"988",1.3873491300773,-1.72108368202514,0.566751641384869,-0.175533203208493,0.872961997094709,-0.160434007802117,-0.265621246128703,-0.1948207807182,-0.659999841235852,-0.772883000713127
"989",0.741456976625214,-1.71741861049991,0.0978479034895976,-0.175533203208493,0.143239722208184,-0.0130278600973225,-0.237897347927187,-0.129415174227691,-0.341795799459523,-0.439637413186884
"998",-0.15226042027749,-1.73133392597714,-1.4529296249703,-0.175533203208493,-0.678416067624674,-1.86613371695758,-2.09539852742878,-2.2987011228296,0.458846628235755,-0.325084242474737
"999",0.189772881505526,-1.72572825196302,-1.12075124313451,-0.175533203208493,-0.187146347130203,0.218610372010209,0.372028412506174,0.382928743281302,-0.839631155141842,-0.715606415357052
"1000",-0.174880836150712,-1.72017776095805,-0.0627355683923455,-0.175533203208493,-0.836426796438686,0.934583089433492,0.704715190924373,0.622749300413174,0.366464809655531,0.632996821663208
"1001",0.244633941168992,-1.71786927174141,0.979680569081291,-0.175533203208493,1.38434217398369,-0.476304324312386,-0.598308024546897,-0.630858157321601,-0.69592610401705,-0.934298832171149
"1009",1.48715344287666,-1.72205398326959,-1.2106779873884,-0.175533203208493,-0.514659494126517,0.42919058301706,0.413614259808445,0.437433415356727,-0.56248569940117,-0.418809563966495
"1032",-0.716735954178815,-1.72229770822673,-1.04825927582781,-0.175533203208493,-0.0549919193948478,-0.834290683024031,-0.917132853864335,-0.925183386528895,-0.526559436619971,-0.882229209120173
"1033",-0.928545302809888,-1.71814058820312,-1.25105326031872,-0.175533203208493,-0.804824650675883,0.534480688520478,0.566095699916789,0.426532480941641,-0.269943273897125,-0.0647361272198608
"1045",-0.111167923191481,-1.73064413836261,-3.01013049230548,-0.175533203208493,-1.56040322664106,0.113320266506784,-0.0576920096173323,-0.183919846303117,0.417788042200101,0.398683517933818
