"","Rmag","ApDRmag","Mcz","BjMAG","S280MAG","UjMAG.norm","BjMAG.norm","VjMAG.norm","tamaño"
"9482",0.0817804484707621,0.135341867728911,0.250794817633472,-0.268641569845995,-0.431731353396658,0.328407767835811,0.377360290690428,0.463704885214728,2145
"2418",-0.124406321782908,-0.111634823690649,0.0753998790773477,-0.500050901210549,-0.0257503393649649,-1.08824241246696,-1.237219342958,-1.40913896911685,760
"451",0.0286611449477827,-0.0128441471228248,-1.75058671339088,1.75988278169009,1.73178772137983,0.385073775047918,0.262033174001252,0.325369827792508,531
